date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:53:37	20127/20127	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2025%20Jul%202016%2006:43:02%20GMT	https://lovesome.biz/tf-template/oxe/fonts/glyphicons-halflings-regular.eot	C:/My%20Web%20Sites/onya%20portofolio/lovesome.biz/tf-template/oxe/fonts/glyphicons-halflings-regular.eot	(from https://lovesome.biz/tf-template/oxe/css/bootstrap.min.css)
09:53:38	20127/20127	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2025%20Jul%202016%2006:43:02%20GMT	https://lovesome.biz/tf-template/oxe/fonts/glyphicons-halflings-regular.eot?	C:/My%20Web%20Sites/onya%20portofolio/lovesome.biz/tf-template/oxe/fonts/glyphicons-halflings-regulard41d.eot	(from https://lovesome.biz/tf-template/oxe/css/bootstrap.min.css)
09:53:38	18028/18028	---M--	200	added ('OK')	font/woff2	date:Mon,%2025%20Jul%202016%2006:43:02%20GMT	https://lovesome.biz/tf-template/oxe/fonts/glyphicons-halflings-regular.woff2	C:/My%20Web%20Sites/onya%20portofolio/lovesome.biz/tf-template/oxe/fonts/glyphicons-halflings-regular.woff2	(from https://lovesome.biz/tf-template/oxe/css/bootstrap.min.css)
09:53:38	23424/23424	---M--	200	added ('OK')	font/woff	date:Mon,%2025%20Jul%202016%2006:43:02%20GMT	https://lovesome.biz/tf-template/oxe/fonts/glyphicons-halflings-regular.woff	C:/My%20Web%20Sites/onya%20portofolio/lovesome.biz/tf-template/oxe/fonts/glyphicons-halflings-regular.woff	(from https://lovesome.biz/tf-template/oxe/css/bootstrap.min.css)
09:53:40	45404/45404	---M--	200	added ('OK')	font/ttf	date:Mon,%2025%20Jul%202016%2006:43:02%20GMT	https://lovesome.biz/tf-template/oxe/fonts/glyphicons-halflings-regular.ttf	C:/My%20Web%20Sites/onya%20portofolio/lovesome.biz/tf-template/oxe/fonts/glyphicons-halflings-regular.ttf	(from https://lovesome.biz/tf-template/oxe/css/bootstrap.min.css)
09:53:40	108738/108738	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2025%20Jul%202016%2006:43:02%20GMT	https://lovesome.biz/tf-template/oxe/fonts/glyphicons-halflings-regular.svg	C:/My%20Web%20Sites/onya%20portofolio/lovesome.biz/tf-template/oxe/fonts/glyphicons-halflings-regular.svg	(from https://lovesome.biz/tf-template/oxe/css/bootstrap.min.css)
09:53:43	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2022%20Dec%202016%2009:50:34%20GMT	https://lovesome.biz/tf-template/oxe/fonts/fontawesome-webfont.eot?	C:/My%20Web%20Sites/onya%20portofolio/lovesome.biz/tf-template/oxe/fonts/fontawesome-webfontd41d.eot	(from https://lovesome.biz/tf-template/oxe/css/font-awesome.min.css)
09:53:43	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2022%20Dec%202016%2009:50:34%20GMT	https://lovesome.biz/tf-template/oxe/fonts/fontawesome-webfont.eot?v=4.7.0	C:/My%20Web%20Sites/onya%20portofolio/lovesome.biz/tf-template/oxe/fonts/fontawesome-webfont3e6e.eot	(from https://lovesome.biz/tf-template/oxe/css/font-awesome.min.css)
09:53:44	77160/77160	---M--	200	added ('OK')	font/woff2	date:Thu,%2022%20Dec%202016%2009:50:34%20GMT	https://lovesome.biz/tf-template/oxe/fonts/fontawesome-webfont.woff2?v=4.7.0	C:/My%20Web%20Sites/onya%20portofolio/lovesome.biz/tf-template/oxe/fonts/fontawesome-webfont3e6e.woff2	(from https://lovesome.biz/tf-template/oxe/css/font-awesome.min.css)
09:53:45	98024/98024	---M--	200	added ('OK')	font/woff	date:Thu,%2022%20Dec%202016%2009:50:34%20GMT	https://lovesome.biz/tf-template/oxe/fonts/fontawesome-webfont.woff?v=4.7.0	C:/My%20Web%20Sites/onya%20portofolio/lovesome.biz/tf-template/oxe/fonts/fontawesome-webfont3e6e.woff	(from https://lovesome.biz/tf-template/oxe/css/font-awesome.min.css)
